76131,138660,140398,148641,159229,173638,191165,210189
76132,224431,227221,237827,248266,262420,281298,299374
76133,98151,97274,102747,111415,122710,135859,154217
76134,87118,87773,92052,99084,109919,126060,143871
76135,107752,109582,116802,124704,135977,150135,167603
76137,127396,128921,136288,146261,159295,178525,197917
76140,88135,87634,91113,99738,110654,124105,140819
76148,100239,99774,104483,112438,124933,139936,157653
76155,167877,165146,177201,184796,198712,213412,230648
76164,59685,58891,62680,68689,70066,76785,92522
76177,173130,176826,186640,202180,220954,240358,259697
76179,134960,136583,145093,154930,167606,183776,201683
76180,128055,129538,137542,145629,159639,178581,198628
76182,167610,170916,180925,192612,209506,231684,254347
76201,106041,109819,117603,127588,140623,159702,176320
76205,144282,148664,158201,168245,181759,201926,219100
76207,176082,179325,189309,201211,217859,236456,253542
76208,187622,193171,206536,219542,236563,255594,271212
76209,113313,116323,125347,134379,146898,164573,182640
76210,163757,168476,179749,192493,209862,228365,246445
76225,121715,123711,130008,137544,144839,151891,159637
76226,284783,290957,309890,329851,347912,366267,382370
76227,150293,154740,170038,186840,204557,224401,243312
76228,71935,70719,72387,75639,79151,83195,88120
76230,80669,81551,85342,91131,96632,101372,106626
76233,119069,119761,124920,133232,146967,161026,177620
76234,168943,170690,177228,187461,198705,210555,226672
76238,150280,155276,164509,174097,182998,190949,204444
76239,171939,174120,183499,194715,206423,219621,232330
76240,101332,102925,107710,113803,120658,127391,135201
76244,166884,170136,180701,194082,211797,232824,252174
76245,65911,66850,69760,72916,79197,87466,93729
76247,143441,145448,155369,167232,182035,199074,216944
76248,262161,267724,282785,302767,327139,354878,378122
76249,128054,132162,138692,148579,162778,178584,194283
76250,162397,165176,173252,185364,199499,210692,224626
76251,115011,113451,120475,129140,134888,139194,144609
76252,125589,128566,135802,145083,152801,161136,174707
76253,65131,63083,66326,68227,69139,74290,79364
76255,68811,69136,72562,76889,80318,83969,87273
76258,127440,129940,138916,151047,163325,182179,201979
76259,149278,152405,159556,168469,180838,197472,213806
76261,59618,63744,65837,69594,75963,82532,85229
76262,257502,264749,284030,308134,335524,359439,380167
76263,171289,174265,187072,186658,195206,195804,208445
76264,139621,141159,147191,156653,170835,189198,205692
76265,69753,69473,73067,77991,82220,85814,89736
76266,130839,133549,142273,152607,164937,180583,198756
76268,59419,59009,62223,67334,74383,81580,95555
76270,173292,176043,184478,197257,212902,224183,235521
76271,116240,113467,116380,128054,145120,162876,180752
76272,171783,174495,183219,199340,214054,227918,247415
76273,110683,113091,120296,126559,139316,150438,164977
76301,41819,39949,41690,42156,42223,41033,42027
76302,101977,97944,99044,103285,103790,106894,110727
76305,102404,102080,105226,109716,112898,117806,124697
76306,66285,63604,63643,64831,65607,66639,68511
76308,117300,119519,120702,124190,126719,131170,135697
76309,67728,65376,65081,66189,67796,68204,68710
76310,129442,128766,130117,134380,138503,141933,146808
76351,58300,58662,60894,64179,67598,70253,74660
76354,87446,84761,88177,89420,89472,90608,93033
76357,65470,65918,66713,69200,72288,74744,78978
76360,35804,36449,41062,39333,37720,39550,42444
76364,62021,62768,63545,67172,72795,78135,82567
76365,68261,68800,71373,75495,79500,81906,86188
76366,74979,75798,78151,81899,86989,90445,95860
76367,81408,81464,83686,86555,88756,92995,96272
76369,57962,59021,63240,69019,71740,76607,83023
76370,52486,52465,51564,56099,61135,58389,60089
76372,41753,42039,44318,47987,51127,55242,58287
76373,44323,45841,47480,51520,55980,62322,65962
76374,44209,44768,46721,49932,52827,56984,59677
76377,50496,50559,50718,52756,55155,55280,58507
76379,97149,97251,97494,104185,111014,115017,118293
76384,48951,49944,52312,55644,59003,62355,66111
76389,113164,114180,118027,125481,135641,139471,146313
76401,110781,112681,117766,126605,135881,143686,153252
76424,55649,55954,59401,63235,66988,69662,73934
76426,112353,113648,117311,124155,131249,138149,144155
76427,73437,75643,78629,83575,87673,81998,85593
76429,160814,174955,190422,207951,231601,242291,264220
76431,122304,124369,128809,136243,143112,149177,157128
76432,108180,112386,119803,129983,136990,143832,151769
76433,173159,175964,186581,202065,213013,221750,235224
76435,65564,68627,77027,87336,93870,99539,105353
76437,51380,52740,54578,58922,64700,68255,73343
76442,61586,62214,65282,69239,73454,78586,84625
76443,67788,67675,68744,72547,76148,78269,83844
76444,56968,57237,59241,62603,65366,68644,73901
76445,88272,93549,101756,111257,115864,126886,135975
76446,77881,78691,81587,86437,91014,94709,100157
76448,67940,70980,75176,81964,88176,93216,99509
76449,266922,281256,296963,319956,336945,355459,372193
76450,86693,89231,93998,100658,107319,113025,118875
76453,131677,135058,138224,145456,153897,159774,167831
76454,46813,49127,52008,55594,58875,61522,66759
76455,64342,66081,69353,72044,75837,80710,85939
76457,92805,93676,99078,107660,114715,120781,129437
76458,65733,68187,70648,72480,76610,81397,85462
76460,81740,87333,93436,100212,103180,109675,113211
76462,177197,179473,184662,199562,212010,225199,228730
76463,62111,63729,68345,73264,83458,90001,96409
76466,67873,67020,67831,73699,75309,78569,80686
76470,36436,36497,37727,39615,42774,44210,47163
76471,68069,70176,75169,81153,88703,92413,99742
76472,104768,111398,112275,118070,118641,125796,132772
76474,135872,137178,145511,157363,166261,179837,192320
76475,110701,110093,114371,118374,120090,126670,137144
76476,141053,143733,149922,160958,161963,169964,182327
76484,100622,104763,105297,108991,111899,117377,123334
76486,121567,121413,126593,133265,144144,146326,164817
76487,158504,163871,178177,189652,207875,242476,249528
76491,120971,128738,125180,137793,151146,155806,169577
76501,76360,72964,76007,77115,81339,86503,92763
76502,145392,145387,144261,147027,152536,156385,162573
76504,81031,80583,80067,80866,86293,88451,94285
